id	inchikey	target_id	moa	bioactivity_type	relation	value	unit	assay_type	assay_description	cell_line	concentration	concentration_unit	source_id	source_xref
1523	KIEQQZZDWUNUQK-UHFFFAOYSA-N	195	degrader/inhibitor					cell	Treatment of A549 cells with either 2 μM or 4 μM GSK2484862 for 24 h resulted in drastically reduced DNMT1 protein levels				409	gsk3484862
1524	HLHNFJNSQZZUNW-MAEOIBBWSA-N	477	inhibitor			80	nM	binding	SPR				410	pfi-7
1525	HLHNFJNSQZZUNW-MAEOIBBWSA-N	477	inhibitor			4.1	uM	biochemical	FP assay				410	pfi-7
1526	HLHNFJNSQZZUNW-MAEOIBBWSA-N	477	inhibitor	EC50		600	nM	cell	NanoBRET assay: interaction was between NanoLuc® tagged degrons and full-length GID4.​				410	pfi-7
1527	GCWIQUVXWZWCLE-INIZCTEOSA-N	192	inhibitor			160	nM	biochemical	Alphalisa assay | 160 nM BD1				411	cpi-0610
1528	GCWIQUVXWZWCLE-INIZCTEOSA-N	192	inhibitor			25	nM	biochemical	Alphalisa assay | 25 nM BD2				411	cpi-0610
1529	GCWIQUVXWZWCLE-INIZCTEOSA-N	192	inhibitor	EC50		180	nM	cell	Quantigene MYC cellular assay (Affymetrix)				411	cpi-0610
1530	GCWIQUVXWZWCLE-INIZCTEOSA-N	55	inhibitor			39	nM	biochemical	Time-resolved FRET assay				411	cpi-0610
1531	GCWIQUVXWZWCLE-INIZCTEOSA-N	55	inhibitor			120	nM	biochemical	Alphalisa assay | 120 nM BD1				411	cpi-0610
1532	GCWIQUVXWZWCLE-INIZCTEOSA-N	55	inhibitor			18	nM	biochemical	Alphalisa assay | 18 nM BD2				411	cpi-0610
1533	GCWIQUVXWZWCLE-INIZCTEOSA-N	55	inhibitor	EC50		180	nM	cell	Quantigene MYC cellular assay (Affymetrix)				411	cpi-0610
1534	GCWIQUVXWZWCLE-INIZCTEOSA-N	416	inhibitor			170	nM	biochemical	Alphalisa assay | 170 nM BD1				411	cpi-0610
1535	GCWIQUVXWZWCLE-INIZCTEOSA-N	416	inhibitor			21	nM	biochemical	Alphalisa assay | 21 nM BD2				411	cpi-0610
1536	GCWIQUVXWZWCLE-INIZCTEOSA-N	416	inhibitor	EC50		180	nM	cell	Quantigene MYC cellular assay (Affymetrix)				411	cpi-0610
1537	GCWIQUVXWZWCLE-INIZCTEOSA-N	441	inhibitor			220	nM	biochemical	Alphalisa assay | 220nM BD1				411	cpi-0610
1538	GCWIQUVXWZWCLE-INIZCTEOSA-N	441	inhibitor			130	nM	biochemical	Alphalisa assay | 130 nM BD2				411	cpi-0610
1539	GCWIQUVXWZWCLE-INIZCTEOSA-N	441	inhibitor	EC50		180	nM	cell	Quantigene MYC cellular assay (Affymetrix)				411	cpi-0610
1540	AUIFRJWXYUNPPV-QFIPXVFZSA-N	104	agonist			55	nM	binding	Fluorescence polarization assay				412	bi-653048
1541	AUIFRJWXYUNPPV-QFIPXVFZSA-N	104	agonist	IC50		23	nM	cell	Fibroblast IL-6 assay (88% maximal efficiency@ 2µM)				412	bi-653048
1542	KHVVJKLNKLQLJZ-SFHVURJKSA-N	397	inhibitor			0.43	nM	biochemical	TR-FRET (human RIPK1)				399	tp-030-2
1543	KHVVJKLNKLQLJZ-SFHVURJKSA-N	397	inhibitor	IC50		1.3	nM	cell	HT29 necroptosis assay				399	tp-030-2
1544	SAAYRHKJHDIDPH-UHFFFAOYSA-N	436	inhibitor			18.6	nM	biochemical	KinomeSCAN				413	alw-ii-49-7
1545	SAAYRHKJHDIDPH-UHFFFAOYSA-N	436	inhibitor	% inhibition		1	uM	cell	Decreasing level of DDR2 Phosphorylation				413	alw-ii-49-7
1546	SAAYRHKJHDIDPH-UHFFFAOYSA-N	373	inhibitor			12.4	nM	biochemical	KinomeSCAN				413	alw-ii-49-7
1547	VGFHPNRWHOQLEB-UHFFFAOYSA-N	492	inhibitor			19	nM	biochemical	DiscoverX scanMAX assay				414	sgc-pi5p4kgmylk-1
1548	VGFHPNRWHOQLEB-UHFFFAOYSA-N	492	inhibitor	IC50		67	nM	cell	NanoBRET				414	sgc-pi5p4kgmylk-1
1549	VGFHPNRWHOQLEB-UHFFFAOYSA-N	475	inhibitor			12	nM	biochemical	DiscoverX scanMAX assay				414	sgc-pi5p4kgmylk-1
1550	VGFHPNRWHOQLEB-UHFFFAOYSA-N	475	inhibitor	IC50		14	nM	cell	NanoBRET				414	sgc-pi5p4kgmylk-1
1551	FHCSBLWRGCOVPT-UHFFFAOYSA-N	300	inhibitor			4.9	nM	biochemical	Biochemical Assay				415	az2858
1552	FHCSBLWRGCOVPT-UHFFFAOYSA-N	300	inhibitor	IC50		76	nM	cell	Inhibition of Tau phosphorylation				415	az2858
1553	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor			295	nM	biochemical	Invitrogen SelectScreen Biochemical assay				416	stk16-in-1
1554	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor			910	nM	biochemical	IP kinase assay monitoring phosphorylation of T37/46 of 4EBP1				416	stk16-in-1
1555	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor			1200	nM	biochemical	IP kinase assay of STK16-IN-1 with DRG1 as a substrate (detection of the general threonine phosphorylation).				416	stk16-in-1
1556	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor	IC50		1200	nM	cell	IP kinase assay of STK16-IN-1 with DRG1 as a substrate (detection of the general threonine phosphorylation).				416	stk16-in-1
1557	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor	activity		10	uM	cell	in STK16 kinase knock-down cells, STK16-IN-1’s efficacy to reduce cell numbers and G2/M cell cycle arrest was significantly decreased;				416	stk16-in-1
1558	WQNRDXHKVSKUPI-UHFFFAOYSA-N	66	inhibitor			10	uM	cell	Rescues of sensitivity to STK16-IN-1 of an inhibitor-resistant mutant (STK16 F100C), resulting in G2/M-phase cell cycle arrest				416	stk16-in-1
1559	VUIITYLFSAXKIQ-UHFFFAOYSA-N	472	inhibitor			7.1	nM	binding	SPR | 7.1 ± 1.8 nM				417	tp-064
1560	VUIITYLFSAXKIQ-UHFFFAOYSA-N	472	inhibitor			6	degC	biochemical	Differential static light scattering (DSLS), aggregation temperature				417	tp-064
1561	VUIITYLFSAXKIQ-UHFFFAOYSA-N	472	inhibitor	IC50		340	nM	cell	dimethyl-BAF155 inhibition				417	tp-064
1562	VUIITYLFSAXKIQ-UHFFFAOYSA-N	472	inhibitor	IC50		42	nM	cell	dimethyl-MED12 inhibition				417	tp-064
1563	WQKXOAJVNFOHNZ-UHFFFAOYSA-N	460	inhibitor			11	nM	biochemical	Inhibition of MBP phosphorylation by TAOK				418	tao_kinase_inhibitor_1
1564	WQKXOAJVNFOHNZ-UHFFFAOYSA-N	460	inhibitor	IC50		10	uM	cell	Inhibition of phosphorylation and activation of JNK by TAOKs in cells				418	tao_kinase_inhibitor_1
1565	WQKXOAJVNFOHNZ-UHFFFAOYSA-N	611	inhibitor			15	nM	biochemical	Inhibition of MBP phosphorylation by TAOK				418	tao_kinase_inhibitor_1
1566	KTACUAZSJJIUKD-QXONSOMPSA-N	332	inhibitor			55	nM	biochemical	Radiometric assay 33-PanQinase				419	mria9
1567	KTACUAZSJJIUKD-QXONSOMPSA-N	332	inhibitor	IC50		516	nM	cell	NanoBRET | 516 ± 5 nM				419	mria9
1568	KTACUAZSJJIUKD-QXONSOMPSA-N	555	inhibitor			48	nM	biochemical	Radiometric assay 33-PanQinase				419	mria9
1569	KTACUAZSJJIUKD-QXONSOMPSA-N	555	inhibitor	IC50		180	nM	cell	NanoBRET | 180 ± 40 nM				419	mria9
1570	KTACUAZSJJIUKD-QXONSOMPSA-N	629	inhibitor			22	nM	biochemical	Radiometric assay 33-PanQinase				419	mria9
1571	KTACUAZSJJIUKD-QXONSOMPSA-N	629	inhibitor	IC50		127	nM	cell	NanoBRET | 127 ± 23 nM				419	mria9
1572	IEFFSHLHNYVSEF-UHFFFAOYSA-N	294	inhibitor			0.67	nM	biochemical	In vitro kinase assay				420	t3-clk
1573	IEFFSHLHNYVSEF-UHFFFAOYSA-N	294	inhibitor	IC50		3.49	nM	cell	NanoBRET				420	t3-clk
1574	IEFFSHLHNYVSEF-UHFFFAOYSA-N	294	inhibitor			0.5	uM	cell	Western of phospho-SR isoforms				420	t3-clk
1575	IEFFSHLHNYVSEF-UHFFFAOYSA-N	295	inhibitor			15	nM	biochemical	In vitro kinase assay				420	t3-clk
1576	IEFFSHLHNYVSEF-UHFFFAOYSA-N	295	inhibitor	IC50		16.6	nM	cell	NanoBRET				420	t3-clk
1577	IEFFSHLHNYVSEF-UHFFFAOYSA-N	296	inhibitor			110	nM	biochemical	In vitro kinase assay				420	t3-clk
1578	IEFFSHLHNYVSEF-UHFFFAOYSA-N	566	inhibitor	IC50		1.98	nM	cell	NanoBRET				420	t3-clk
1579	LVEUPFUJRKZPEN-UHFFFAOYSA-N	241	inhibitor			25	nM	biochemical	Lanthascreen				421	tp-008
1580	LVEUPFUJRKZPEN-UHFFFAOYSA-N	241	inhibitor			300	nM	biochemical	Radioactive kinase assay (Reaction Biology)				421	tp-008
1581	LVEUPFUJRKZPEN-UHFFFAOYSA-N	241	inhibitor	IC50		526	nM	cell	Reporter gene assay				421	tp-008
1582	LVEUPFUJRKZPEN-UHFFFAOYSA-N	242	inhibitor			1000	nM	biochemical	Lanthascreen				421	tp-008
1583	LVEUPFUJRKZPEN-UHFFFAOYSA-N	242	inhibitor			120	nM	biochemical	Radioactive kinase assay (Reaction Biology)				421	tp-008
1584	LVEUPFUJRKZPEN-UHFFFAOYSA-N	242	inhibitor	IC50		245	nM	cell	Reporter gene assay				421	tp-008
1585	DDKHTWASHUKHLD-UHFFFAOYSA-N	1	inhibitor			1	nM	biochemical	enzymatic potency using 10 or 500 uM ATP, respectively | 1				422	sgk1-in-1
1586	DDKHTWASHUKHLD-UHFFFAOYSA-N	1	inhibitor			41	nM	biochemical	enzymatic potency using 10 or 500 uM ATP, respectively | 41 nM				422	sgk1-in-1
1587	DDKHTWASHUKHLD-UHFFFAOYSA-N	1	inhibitor	IC50		690	nM	cell	SGK1-dependent phosphorylation of GSK3β assay				422	sgk1-in-1
1588	YCFFONJEHNSECY-UHFFFAOYSA-N	599	inhibitor			49	nM	biochemical	Radiometric assay (33PanQinase)				423	ck156
1589	YCFFONJEHNSECY-UHFFFAOYSA-N	599	inhibitor			21	nM	binding	ITC				423	ck156
1590	YCFFONJEHNSECY-UHFFFAOYSA-N	599	inhibitor	IC50		181	nM	cell	NanoBRET				423	ck156
1591	DZIHITUUUPJMOQ-UHFFFAOYSA-N	281	inhibitor			10	nM	biochemical	ADP-Glo assay				424	aruk2002821
1592	DZIHITUUUPJMOQ-UHFFFAOYSA-N	281	inhibitor	IC50		250	nM	cell	InCELL Pulse thermal stabilisation assay (DiscoverX)				424	aruk2002821
1593	JRJKATLTRNXYCE-UHFFFAOYSA-N	240	inhibitor	IC50		4.28	nM	cell	Ba/F3-D835Y (-IL-3) cells				425	jh-ix-179
1594	JRJKATLTRNXYCE-UHFFFAOYSA-N	240	inhibitor	IC50		10.22	nM	cell	Ba/F3-FLT3-ITD (-IL-3) cells				425	jh-ix-179
1595	JRJKATLTRNXYCE-UHFFFAOYSA-N	240	inhibitor	IC50		2	nM	cell	Cell proliferation assay				425	jh-ix-179
1596	JRJKATLTRNXYCE-UHFFFAOYSA-N	240	inhibitor	IC50		11	nM	cell	Cell proliferation assay				425	jh-ix-179
1597	IFSDAJWBUCMOAH-HNNXBMFYSA-N	5	inhibitor			2.5	nM	biochemical	Enzymatic assay using recombinant protein at Km ATP				426	idelalisib
1598	IFSDAJWBUCMOAH-HNNXBMFYSA-N	5	inhibitor	EC50		8	nM	cell	PI3K class I isoform-specific cell-based assay. Basophil activation was measured in isolated peripheral blood mononuclear cell or whole blood p110δ was activated with anti-FCϵRI.				426	idelalisib
1599	BXDZOYLPNAIDOC-UHFFFAOYSA-N	304	degrader (protac)					biochemical					427	thal-sns-032
1600	BXDZOYLPNAIDOC-UHFFFAOYSA-N	304	degrader (protac)	EC50		50	nM	cell	Western Blot				427	thal-sns-032
1601	BXDZOYLPNAIDOC-UHFFFAOYSA-N	417	degrader (protac)					biochemical					427	thal-sns-032
1602	BXDZOYLPNAIDOC-UHFFFAOYSA-N	417	degrader (protac)	EC50		250	nM	cell	Western Blot assessing CDK10 protein level; CDK10 demonstrated partial degradation, but required longer exposure to the compound to achieve full degradation				427	thal-sns-032
1603	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	373	inhibitor			53.3	nM	biochemical	"Enzyme kinetic assay from""Reaction Biology"" (ATP conc.: 100 µM)"				428	sr-302
1604	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	373	inhibitor	IC50		23	nM	cell	"NanoBRET assay (HEK293T cells, full-length protein)
Destabilizing effect on E-cadherin"				428	sr-302
1605	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	436	inhibitor			0.75	nM	biochemical	"Enzyme kinetic assay from""Reaction Biology"":  (ATP conc.: 5 µM)"				428	sr-302
1606	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	436	inhibitor	IC50		18	nM	cell	"NanoBRET assay (HEK293T cells, full-length protein)
Destabilizing effect on E-cadherin"				428	sr-302
1607	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	427	inhibitor			45.1	nM	biochemical	"Enzyme kinetic assay from""Reaction Biology"": DDR1: ATP conc.: 50 µM"				428	sr-302
1608	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	427	inhibitor	IC50		196	nM	cell	"NanoBRET assay (HEK293T cells, full-length protein)
Destabilizing effect on E-cadherin"				428	sr-302
1609	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	432	inhibitor			6.2	nM	biochemical	"Enzyme kinetic assay from""Reaction Biology"": (ATP conc.: 2.5 µM)"				428	sr-302
1610	WGMNFJAFXXXRLZ-GEVKEYJPSA-N	432	inhibitor	IC50		125	nM	cell	"NanoBRET assay (HEK293T cells, full-length protein)
Destabilizing effect on E-cadherin"				428	sr-302
1611	OCQCKUTZHBQNEI-UHFFFAOYSA-N	299	inhibitor			1	nM	biochemical	Enzymatic assay				429	sgc-gsk3-1
1612	OCQCKUTZHBQNEI-UHFFFAOYSA-N	299	inhibitor	IC50		4.6	nM	cell	NanoBRET				429	sgc-gsk3-1
1613	OCQCKUTZHBQNEI-UHFFFAOYSA-N	300	inhibitor			2	nM	biochemical	Enzymatic assay				429	sgc-gsk3-1
1614	OCQCKUTZHBQNEI-UHFFFAOYSA-N	300	inhibitor	IC50		12	nM	cell	NanoBRET				429	sgc-gsk3-1
1615	PFZRXJIYAFANHP-IBGZPJMESA-N	60	inhibitor			8.3	nM	biochemical	Kinase profiler (Eurofin)				430	ulk-101
1616	PFZRXJIYAFANHP-IBGZPJMESA-N	60	inhibitor	EC50		390	nM	cell	Quantification OF pSer15-BECLIN 1				430	ulk-101
1617	PFZRXJIYAFANHP-IBGZPJMESA-N	480	inhibitor			30	nM	biochemical	Kinase profiler (Eurofin)				430	ulk-101
1618	PFZRXJIYAFANHP-IBGZPJMESA-N	480	inhibitor	EC50		390	nM	cell	Quantification OF pSer15-BECLIN 1				430	ulk-101
1619	KGJVKYSVVOQPDL-UHFFFAOYSA-N	184	inhibitor			0.6	nM	biochemical	Nanosyn biochemical assay CDK2/Cyclin E1				431	inx-315
1620	KGJVKYSVVOQPDL-UHFFFAOYSA-N	184	inhibitor			2.5	nM	biochemical	Nanosyn biochemical assay CDK2/Cyclin A2				431	inx-315
1621	KGJVKYSVVOQPDL-UHFFFAOYSA-N	184	inhibitor	IC50		2.3	nM	cell	NanoBRET CDK2/A2				431	inx-315
1622	KGJVKYSVVOQPDL-UHFFFAOYSA-N	184	inhibitor	IC50		71	nM	cell	NanoBRET CDK2/A1				431	inx-315
1623	MRHRACKJKBOJEI-UHFFFAOYSA-N	509	inhibitor			630	nM	biochemical	chemical proteomics				432	th65
1624	MRHRACKJKBOJEI-UHFFFAOYSA-N	509	inhibitor			100	nM	biochemical	FRET				432	th65
1625	MRHRACKJKBOJEI-UHFFFAOYSA-N	509	inhibitor	EC50		250	nM	cell	In-cell target engagement of TH65 by NanoBRET assays for HDAC10 and HDAC6 catalytic domain 2. In this assay, the affinity of TH65 for HDAC10 was about 5-fold higher than that for HDAC6				432	th65
1626	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	430	inhibitor			24	nM	biochemical	Biochemical Enzyme Assay | 24 ± 7 nM				433	epz005687
1627	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	430	inhibitor			54	nM	biochemical	Flashplate assay | 54 ± 5 nM				433	epz005687
1628	ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	430	inhibitor	IC50		80	nM	cell	Methylation of substrate H3K27 detected by Western | 80 ± 30 nM				433	epz005687
1629	XASOHFCUIQARJT-UHFFFAOYSA-N	555	inhibitor			7.8	nM	biochemical	ADP-Glo Kinase Assay with SIK2				434	gplg3970
1630	XASOHFCUIQARJT-UHFFFAOYSA-N	555	inhibitor	EC50		254	nM	cell	NanoBRET				434	gplg3970
1631	XASOHFCUIQARJT-UHFFFAOYSA-N	629	inhibitor			3.8	nM	biochemical	ADP-Glo Kinase Assay with SIK3				434	gplg3970
1632	XASOHFCUIQARJT-UHFFFAOYSA-N	629	inhibitor	EC50		79	nM	cell	NanoBRET				434	gplg3970
1633	JCSGFHVFHSKIJH-UHFFFAOYSA-N	299	inhibitor			34	nM	biochemical	Biochemical assay in presence of 0.010 mM ATP				435	sb-216763
1634	JCSGFHVFHSKIJH-UHFFFAOYSA-N	299	inhibitor			9	nM	biochemical					435	sb-216763
1635	JCSGFHVFHSKIJH-UHFFFAOYSA-N	299	inhibitor	EC50		3.6	uM	cell	Stimulation of glycogen synthesis in the Chang human liver cell line				435	sb-216763
1636	JCSGFHVFHSKIJH-UHFFFAOYSA-N	300	inhibitor			96	%	biochemical	In the presence of 0.1 mM ATP at 10 μM of SB-216763				435	sb-216763
1637	HEVVNKYNJCSHFA-UHFFFAOYSA-N	339	inhibitor			3	nM	biochemical	DiscoverX assay				436	sgc-ck2-2
1638	HEVVNKYNJCSHFA-UHFFFAOYSA-N	339	inhibitor	IC50		920	nM	cell	NanoBRET				436	sgc-ck2-2
1639	HEVVNKYNJCSHFA-UHFFFAOYSA-N	160	inhibitor		<	1	nM	biochemical	DiscoverX assay				436	sgc-ck2-2
1640	HEVVNKYNJCSHFA-UHFFFAOYSA-N	160	inhibitor	IC50		200	nM	cell	NanoBRET				436	sgc-ck2-2
1641	KFRGPUFONMCXQI-RUZDIDTESA-N	345	inhibitor			3.2	nM	biochemical	In vitro kinase assay				437	gfb-12630
1642	KFRGPUFONMCXQI-RUZDIDTESA-N	345	inhibitor	IC50		1.2	nM	cell	NanoBRET CDK5/p35				437	gfb-12630
1643	XKFTZKGMDDZMJI-HSZRJFAPSA-N	23	inhibitor			2.5	nM	biochemical	Biochemical Assay				438	danusertib
1644	XKFTZKGMDDZMJI-HSZRJFAPSA-N	23	inhibitor			13	nM	biochemical	Biochemical Assay				438	danusertib
1645	XKFTZKGMDDZMJI-HSZRJFAPSA-N	23	inhibitor	IC50	>=	28	nM	cell	Proliferation assay | 28-140 nM				438	danusertib
1646	XKFTZKGMDDZMJI-HSZRJFAPSA-N	511	inhibitor			79	nM	biochemical	Biochemical Assay				438	danusertib
1647	XKFTZKGMDDZMJI-HSZRJFAPSA-N	624	inhibitor			61	nM	biochemical	Biochemical Assay				438	danusertib
1648	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	422	inhibitor			200	nM	binding	Aptamer displacement screening assay by fluorescence polarization				439	secinh3
1649	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	422	inhibitor	IC50		2200	nM	cell	Insulin-dependent transcriptional repression of IGFBP1				439	secinh3
1650	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	46	inhibitor			239	nM	binding	Aptamer displacement screening assay by fluorescence polarization				439	secinh3
1651	QPGYAMIHXLCFTJ-UHFFFAOYSA-N	526	inhibitor			250	nM	binding	Aptamer displacement screening assay by fluorescence polarization				439	secinh3
1652	HKROEBDHHKMNBZ-CHBKHGQFSA-N	67	antagonist			67	nM	biochemical	FLIPR-based Ca2+ assay.				440	a-079
1653	HKROEBDHHKMNBZ-CHBKHGQFSA-N	67	antagonist	IC50		51	nM	cell	A-967079 blocks AITC (100 µmol/L)-evoked currents in HEK-293F cells transiently overexpressing hTRPA1 (held at -60 mV)				440	a-079
1654	DFQAJLQXPSPNJE-UHFFFAOYSA-N	23	inhibitor			5.6	nM	biochemical	Invitrogen biochemical assay				441	xmd-12
1655	DFQAJLQXPSPNJE-UHFFFAOYSA-N	23	inhibitor	EC50		16.7	nM	cell	"Dose-dependently inhibited Aurora A autophosphorylation monitored by
T288 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited Aurora B autophosphorylation monitored by
T232 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited HCT116/HT29/HeLa cell growth with EC50 of 9.5 nM, 55 nM and 16.7 nM respectively.
Compound phenotypes were compared to literature. The cellular effects were correlated
with in vitro biochemical activities."				441	xmd-12
1656	DFQAJLQXPSPNJE-UHFFFAOYSA-N	511	inhibitor			18.4	nM	biochemical	Invitrogen biochemical assay				441	xmd-12
1657	DFQAJLQXPSPNJE-UHFFFAOYSA-N	511	inhibitor	EC50		16.7	nM	cell	"Dose-dependently inhibited Aurora A autophosphorylation monitored by
T288 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited Aurora B autophosphorylation monitored by
T232 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited HCT116/HT29/HeLa cell growth with EC50 of 9.5 nM, 55 nM and 16.7 nM respectively.
Compound phenotypes were compared to literature. The cellular effects were correlated
with in vitro biochemical activities."				441	xmd-12
1658	DFQAJLQXPSPNJE-UHFFFAOYSA-N	624	inhibitor			24.6	nM	biochemical	Invitrogen biochemical assay				441	xmd-12
1659	DFQAJLQXPSPNJE-UHFFFAOYSA-N	624	inhibitor	EC50		16.7	nM	cell	"Dose-dependently inhibited Aurora A autophosphorylation monitored by
T288 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited Aurora B autophosphorylation monitored by
T232 residue in HeLa S3 cell, completely inhibited Aurora A at 250 nM.
Dose-dependently inhibited HCT116/HT29/HeLa cell growth with EC50 of 9.5 nM, 55 nM and 16.7 nM respectively.
Compound phenotypes were compared to literature. The cellular effects were correlated
with in vitro biochemical activities."				441	xmd-12
1660	HOTSVKDMIYWWIY-UHFFFAOYSA-N	15	inhibitor			8	nM	biochemical	mPGES-1 enzymatic assay				442	mpges1-in-3
1661	HOTSVKDMIYWWIY-UHFFFAOYSA-N	15	inhibitor	IC50		16.24	nM	cell	Inhibition of IL-1 induced PGE2 release from A549 cells				442	mpges1-in-3
1662	HOTSVKDMIYWWIY-UHFFFAOYSA-N	15	inhibitor	IC50		249.9	nM	cell	human whole blood assay monitoring PGE2 levels upon LPS stimulation				442	mpges1-in-3
1663	AECDBHGVIIRMOI-UHFFFAOYSA-N	121	inhibitor			150	nM	biochemical	in vitro kinase assay on isolated kinase domain				443	nvp-aew541
1664	AECDBHGVIIRMOI-UHFFFAOYSA-N	121	inhibitor	IC50		86	nM	cell	Inhibition of autophosphorylation; NVP-AEW541 also dose-dependently inhibited phosphorylation of IGF1R substrates in cells				443	nvp-aew541
1665	PTAMRJLIOCHJMQ-PYNGZGNASA-N	55	degrader (protac)			39	nM	biochemical	Isothermal calorimetry | 39 nM (BD1)				444	mz1
1666	PTAMRJLIOCHJMQ-PYNGZGNASA-N	55	degrader (protac)			15	nM	biochemical	Isothermal calorimetry | 15 nM (BD2)				444	mz1
1667	PTAMRJLIOCHJMQ-PYNGZGNASA-N	55	degrader (protac)	DC50		5	nM	cell	"In HeLa cells, MZ1 led to time and concentration-dependent degradation of BRD4. BRD4 was preferentially degraded over BRD2 and BRD3, especially at low concentrations (0.1-1 uM).
In U2OS cells, MZ1 led to the degradation of a BRD4-GFP reporter."				444	mz1
1668	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)			21	nM	binding	ITC in BRD3 BD1/2 | 21nM (BD1)				444	mz1
1669	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)			13	nM	binding	ITC in BRD3 BD1/2 | 13 nM2 (BD2)				444	mz1
1670	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)	DC50		100	nM	cell	Degradation of BRD3 in HeLa cells after 24 h treatment				444	mz1
1671	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)	EC50		50	nM	cell	Inhibit proliferation of MV4;11 cells				444	mz1
1672	PTAMRJLIOCHJMQ-PYNGZGNASA-N	416	degrader (protac)	Dmax		100	%	cell	Degradation of BRD3 in HeLa cells after 24 h treatment				444	mz1
1673	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)			62	nM	binding	ITC in BRD2 BD1/2 | 62 nM (BD1)				444	mz1
1674	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)			60	nM	binding	ITC in BRD2 BD1/2 | 60 nM (BD2)				444	mz1
1675	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)	DC50		40	nM	cell	Degradation of BRD2 in HeLa cells after 24 h treatment				444	mz1
1676	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)	Dmax		98	%	cell	Degradation of BRD2 in HeLa cells after 24 h treatment				444	mz1
1677	PTAMRJLIOCHJMQ-PYNGZGNASA-N	192	degrader (protac)	EC50		50	nM	cell	Inhibit proliferation of MV4;11 cells				444	mz1
1678	JGPJQFOROWSRRS-UHFFFAOYSA-N	190	antagonist			9.9	nM	biochemical	Competition with [3H]PAF binding to human platelets				445	apafant
1679	JGPJQFOROWSRRS-UHFFFAOYSA-N	190	antagonist	IC50		170	nM	cell	Inhibition of PAF-induced human platelet aggregation				445	apafant
1680	JGPJQFOROWSRRS-UHFFFAOYSA-N	190	antagonist	IC50		360	nM	cell	Inhibition of PAF-induced human neutrophil aggregation				445	apafant
1681	QEASMQZYZCGOSA-UHFFFAOYSA-N	216	inhibitor			0.8	nM	biochemical	RapidFire-MS-Based Biochemical Enzymatic Assay				446	az9567
1682	QEASMQZYZCGOSA-UHFFFAOYSA-N	216	inhibitor	IC50		2.51	nM	cell	HCT116 cell (MTAP KO) SAM RapidFire-MS assay				446	az9567
1683	QEASMQZYZCGOSA-UHFFFAOYSA-N	216	inhibitor	GI50		79.4	nM	cell	HCT116 cell proliferation comparison between MTAP-KO (79.4 nM) and parental cell lines (1580 nM)				446	az9567
1684	VQINULODWGEVBB-UHFFFAOYSA-N	332	inhibitor			10.9	nM	biochemical	Competitive binding assay				447	ykl-05-099
1685	VQINULODWGEVBB-UHFFFAOYSA-N	332	inhibitor	EC50		460	nM	cell	"IL-10-enhancing activities; 

YKL-05-099 leads to dose-dependent reduction in HDAC4 S246 phosphorylation and causes SOST down-regulation and RANKL up-regulation in Ocy454 cells. Validation of cellular specificity
YKL-05-099 reduces production of several inflammatory cytokines including TNFα, IL-6, IL-12 in BMDCs. | 460 ± 110 nM"				447	ykl-05-099
1686	VQINULODWGEVBB-UHFFFAOYSA-N	629	inhibitor			30.2	nM	biochemical	Competitive binding assay				447	ykl-05-099
