inchikey	smiles	name
OBJNFLYHUXWUPF-IZZDOVSWSA-N	CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)cc1	THZ1
QVQHWPLHUNEREE-UHFFFAOYSA-N	Cc1cc2c(Nc3ccc(S(C)(=O)=O)cc3)ncnc2s1	ARUK2001607
XVFDNRYZXDHTHT-PXAZEXFGSA-N	COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1	BI-3406
IVYQPSHHYIAUFO-VXKWHMMOSA-N	CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(C(=O)[C@H](CO)NS(=O)(=O)c2ccc(Cl)cc2Cl)CC1	GSK1016790A
RVOZYMPVGIVNJX-UHFFFAOYSA-N	CCCC1CNCc2c1[nH]c(=O)c(C#N)c2N1CCC2(CC1)CC2.Cl	BAY-7081
DFQGDHBGRSTTHX-UHFFFAOYSA-N	CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1	FIBOFLAPON
HNIFCPBQMKPRCX-UHFFFAOYSA-N	COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1	PF-3274167
REQQVBGILUTQNN-UHFFFAOYSA-N	CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1	ZIRITAXESTAT
YJPWVCIGSHWNON-UHFFFAOYSA-N	O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2	NGB2904
MCIACXAZCBVDEE-CUUWFGFTSA-N	CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1	ERTUGLIFLOZIN
TVMJSGGZULFVCZ-XMMPIXPASA-N	N=C(N)NCCC[C@@H](/N=C(\O)C(c1ccccc1)c1ccccc1)/C(O)=N/Cc1ccc(CNC(=N)O)cc1	BIBO3304
ZAGCLFXBHOXXEN-JPTLTNPLSA-N	COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1	VZ185
YIHHYCIYAIVQKX-MBIULKOWSA-N	C[C@@H]1COCCN1c1cc([C@]2(O)C[C@H]3CC[C@@H](C2)O3)c2cnn(-c3cc[nH]n3)c2n1	CAMONSERTIB
MSFPLTWUFWOKBX-IFXJQAMLSA-O	Cc1[nH]nc2c3ccccc3c(N[C@@H](C)[C@H](c3ccccc3)N(C)C)n[n+]12	L-Moses
BBIPVJCGIASXJB-PKTZIBPZSA-N	CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12	ITI-214
SPMVMDHWKHCIDT-UHFFFAOYSA-N	COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC	TIVOZANIB
ZRPZPNYZFSJUPA-UHFFFAOYSA-N	C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4c(O)cccc4F)c(Cl)cc23)CC1	ARS-1620
TUCIOBMMDDOEMM-RIYZIHGNSA-N	N#CC(=C\c1ccc(O)c(O)c1)/C(O)=N/Cc1ccccc1	AG490
NDRFFOKFYGUOKD-ZDUSSCGKSA-N	C[C@H]1COCCN1c1cc(NC(=O)Cn2cc(-c3cc(Cl)c(O)c(C(N)=O)c3)c3c(=O)n(C)cnc32)c(Cl)cn1	OICR11029
HKSZLNNOFSGOKW-FYTWVXJKSA-N	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	Staurosporine
OPQRFPHLZZPCCH-PGMHBOJBSA-N	CC(=O)O/N=C1\C(=O)N(Cc2cc(Cl)ccc2Cl)c2ccc(Cl)cc21	LDN-57444
PJKRNPPUSQSCHN-UHFFFAOYSA-N	CCn1c(CNC(=O)c2nc(Cl)cnc2N)[n+](CC)c2ccc(C(=O)N(C)CCN(C)C)cc21.[Cl-]	BI-8668
BLSNYSFLZAWBIV-SFHVURJKSA-N	O=C(C[C@@H](C(F)F)n1ccc(F)n1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1	FT671
QGPXEIMWTKWHMH-DEOSSOPVSA-N	CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1	BI-665915
AAHNBILIYONQLX-UHFFFAOYSA-N	COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1	GSM1
FRPJGTNLZNXQEX-UHFFFAOYSA-N	c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1	ABT-724
WDZVWDXOIGQJIO-UHFFFAOYSA-N	O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F	MRK-560
LWJGMYMNSNVCEM-UHFFFAOYSA-N	COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1	PF-04418948
BEBDKSYNJJVZSO-SECBINFHSA-N	Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12	TP-050
SWOIFXHMBKFCRM-UHFFFAOYSA-N	CN1CCC(F)(Cn2cnc(-c3ccc(F)cn3)c2-c2ccnc3[nH]ccc23)CC1	MU1742
FOECKIWHCOYYFL-UHFFFAOYSA-N	O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1	PPTN
UNSHMXUHOHBLIQ-UHFFFAOYSA-N	Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl	BAY-069
ZGBAPSHWPBXEKN-OPHFCASCSA-N	O=C(c1ccc(OCCC2CCOCC2)cc1)[C@H]1CC[C@@H](Cn2nnc3ccccc3c2=O)[C@@H]1C(=O)O	BAY-7598
QVIWDCUKIZPUBD-WLRWWHNQSA-N	COCCC[C@H]1O[C@@](O)([C@H](C)[C@@H]2C[C@H](OC)[C@H](O)/C=C(C)\C=C(C)/C=C(/C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](C)/C=C(C)\C=C(OC)/C=C(/C)C(=O)O2)[C@H](OC)[C@@H](O)[C@]1(C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@@](C)(O)[C@H](O)[C@@H](C)O2)[C@@H](C)O1	Ammocidin-A
XFYUTGIEFKGWND-NRFANRHFSA-N	CN(C)CC[C@@H](c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1	GNE-9822
KIWKRCCIHSGWQS-VIFPVBQESA-N	N#CN1CC[C@H](C(=O)Nc2nc3c(s2)CN(C(=O)CN=[N+]=[N-])CC3)C1	8RK64
OMZCMEYTWSXEPZ-UHFFFAOYSA-N	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1	Canertinib
BMLGZNVPWRUVNM-IBGZPJMESA-N	Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc([C@H](CC(=O)O)c2ccon2)cc1	AM-4668
DRIMIUYGTDAQOX-KRWDZBQOSA-N	C[C@@H](CN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)NC(=O)c1ccc2ccccc2c1	VU69
LZSPYTNDRPEZBK-OXYJHPMESA-N	CCOc1cc(N2C3COCC2CN(C(=O)[C@H]2C[C@H](O)CN2c2ccc(Cl)cc2)C3)ccc1Cl	BAY-3153
FSELUFUYNUNZKD-UHFFFAOYSA-N	Cn1cc(-n2cnc3c(NCc4nc5cc(Cl)c(Cl)cc5[nH]4)nc(N4CCOCC4)nc32)cn1	SR-4835
CYFBRQHYEQKYHH-MRXNPFEDSA-N	CC(=O)Nc1ncc(CN2CCC[C@H](Cc3cc(C)nc(C)c3)C2)s1	JNJ-65355394
AESXAJXKMUNYJP-ZWFIUULVSA-N	CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)C2CCC(S(C)(=O)=O)CC2)CC1	AZD-5672
CSBKUBOVPUXFLO-MAVVKCOWSA-N	CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1	A-1211212
CLSNATLUIXZPMV-UHFFFAOYSA-N	O=C(N1CCC(C(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1)n1cncn1	JJKK-048
NTIFDLOQPKMIJK-AJTFRIOCSA-N	Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1	MK-4256
VERWOWGGCGHDQE-UHFFFAOYSA-N	Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1	Ceritinib
NRJKIOCCERLIDG-GOSISDBHSA-N	COc1cc(S(C)(=O)=O)ccc1Nc1nc2ccc(-c3ccc(NC(=O)[C@H](C)c4ccc(F)cc4)cc3)cn2n1	Empesertib
BRJXJOWXAFLRTE-OAQYLSRUSA-N	CC1CCN(C(=O)[C@@H](CCn2cccc2C#N)NS(=O)(=O)c2cccc3[nH]ccc23)CC1	BI-6901
XOQVZSSDIQQUGO-UHFFFAOYSA-N	C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1	Lirafugratinib
URWYQGVSPQJGGB-DHUJRADRSA-N	COc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12	BATEFENTEROL
HDZWHJYZJWLTAG-UHFFFAOYSA-N	CCOC(=O)c1ccc(CN(Cc2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)S(=O)(=O)c2c(C)cc(C)cc2C)o1	SR9238
BJXYHBKEQFQVES-NWDGAFQWSA-N	N#Cc1ccc(N2C[C@@H](C(F)(F)F)C[C@@H](N)C2)c2cccnc12	M5049
BXKNUXDLZJPPBO-UHFFFAOYSA-N	Cn1cc(-c2cc3cnc(Nc4ccc(-c5cncn5C)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1	CCT251455
WCPXAGKUVIPMIY-TZQLILQPSA-N	C[C@H]1OC(=O)C(c2cc(-c3cnc(N)nc3C(F)(F)F)nc(N3CCOCC3)n2)[C@H]1CO	NVP-CRL-457
VHSIAYLBCLUAFT-UHFFFAOYSA-N	CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12	NAPHTHYRIDINONE
AZXOTZCWQDJCLY-SJCJKPOMSA-N	C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1	PECAVAPTAN
APLVGTKXOIMODQ-IBGZPJMESA-N	COC[C@H](NC(=O)c1ccn(S(C)(=O)=O)c1)C(=O)Nc1nc(-c2cccc(-c3ccn(C)n3)c2)cs1	FHT-2344
MHMPZSOMHQSWEN-UHFFFAOYSA-N	COc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1N1CCN(c2ccccc2)C(=O)C1	CDD-1653
WGYWHJPQFQGLOQ-UHFFFAOYSA-N	CC(CN(C)C)c1ccc(-c2c(O)ccc3[nH]c(=O)c4sccc4c23)cc1	OTS964
TXIYVFVMXNFNRX-UHFFFAOYSA-N	Cc1cccc(-c2cnc3occ(-c4ccc(C(=O)O)c(C5CCCC5)c4)c3c2)c1	SGC-CAMKK2-1
MAHFVAHPQSLLJF-IBGZPJMESA-N	CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21	TP-030-1
BNYXRPMABDQJJR-UHFFFAOYSA-N	O=C(O)CSc1ncnc2cc(-c3cc4ccccc4s3)sc12	SGC-STK-17B-1
PIJSEUOSRTYUJM-UHFFFAOYSA-N	Cc1cccc(-c2ccc(-c3cc4cnc(NC(CO)CO)nc4n(CCCCN)c3=O)c(Cl)c2)n1	MR24
UCBIQZUJJSVQHL-UHFFFAOYSA-N	CCN(CC)S(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1	SGC-AAK1-1
WBFJDKLBAAHKIL-UHFFFAOYSA-N	CN(c1ncccc1CNc1ccnc(-c2nc3c(F)c(Cl)ccc3[nH]2)n1)S(C)(=O)=O	MSC1186
DVIVLYHDLNAXAT-OAQYLSRUSA-N	CC[C@@H](Nc1c(C#N)c(-c2ccc(-c3cccc(C)c3F)cc2)nc2cnccc12)C(=O)O	BAY-091
HZRJHVDNTDBTOZ-QGZVFWFLSA-N	C[C@H](c1ccnc(Nc2nc3ccc(-c4cc(N(C)C)ncn4)cc3[nH]2)c1)N1CCN(C(=O)CC(F)(F)F)CC1	BAY-985
LHGUZCKPFXXVPV-GOSISDBHSA-N	CCS(=O)(=O)N1CCC([C@@H](C)n2c(C)c(C(=O)NCc3c(OC)cc(C)[nH]c3=O)c3ccccc32)CC1	CPI-169
QKKIWEILHCXECO-UHFFFAOYSA-N	CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1	URMC-099
KLGDKBPAEMOECW-UHFFFAOYSA-N	CN(CCCC(=O)NO)CCNC(=O)c1cccc2ccccc12	DKFZ-748
KIEQQZZDWUNUQK-UHFFFAOYSA-N	CCc1c(C#N)c(SC(C(N)=O)c2ccccc2)nc(N(C)C)c1C#N	GSK3484862
HLHNFJNSQZZUNW-MAEOIBBWSA-N	O=C(CNCc1cc2ccccc2[nH]1)N[C@H]1CC[C@@H](c2nc3ccccc3[nH]2)CC1	PFI-7
GCWIQUVXWZWCLE-INIZCTEOSA-N	Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O	CPI-0610
AUIFRJWXYUNPPV-QFIPXVFZSA-N	CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1	BI-653048
KHVVJKLNKLQLJZ-SFHVURJKSA-N	CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21	TP-030-2
SAAYRHKJHDIDPH-UHFFFAOYSA-N	Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1cncc(C(N)=O)c1	ALW-II-49-7
VGFHPNRWHOQLEB-UHFFFAOYSA-N	Nc1ncc2c(n1)-c1c([nH]c3ccc(C4=CCOCC4)cc13)CCC2	SGC-PI5P4Kg/MYLK-1
FHCSBLWRGCOVPT-UHFFFAOYSA-N	CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1	AZ2858
WQNRDXHKVSKUPI-UHFFFAOYSA-N	Cc1cc(-n2c(=O)ccc3c[nH]c4nccc-4c32)ccc1F	STK16-IN-1
VUIITYLFSAXKIQ-UHFFFAOYSA-N	CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccccc4)c3)ccn2)CC1	TP-064
WQKXOAJVNFOHNZ-UHFFFAOYSA-N	O=C(CNC(=O)c1ccc(-c2ccccc2)cc1)NC1CCCc2ccccc21	TAO Kinase inhibitor 1
KTACUAZSJJIUKD-QXONSOMPSA-N	CNc1cc2c(cn1)cc(-c1ccc(-c3ncccc3F)cc1Cl)c(=O)n2C[C@H]1OC[C@H](N)CO1	MRIA9
IEFFSHLHNYVSEF-UHFFFAOYSA-N	CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1	T3-CLK
LVEUPFUJRKZPEN-UHFFFAOYSA-N	Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21	TP-008
DDKHTWASHUKHLD-UHFFFAOYSA-N	Nc1n[nH]c2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3)cnc12	SGK1-IN-1
YCFFONJEHNSECY-UHFFFAOYSA-N	CC(C)(C)NC(=O)c1ccc2cc1OCCOCCNc1ccn3ncc-2c3n1	CK156
DZIHITUUUPJMOQ-UHFFFAOYSA-N	COc1ccc(Nc2ncnc3c2ccn3-c2ccc(C)c(C)c2)cc1Cl	ARUK2002821
JRJKATLTRNXYCE-UHFFFAOYSA-N	CN(C)CCCn1cc(-c2ccc3c(c2)-c2[nH]c4cc(-c5cn[nH]c5)ccc4c2C3=O)cn1	JH-IX-179
IFSDAJWBUCMOAH-HNNXBMFYSA-N	CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	Idelalisib
BXDZOYLPNAIDOC-UHFFFAOYSA-N	CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(CC(=O)NCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)s2)o1	THAL-SNS-032
WGMNFJAFXXXRLZ-GEVKEYJPSA-N	CS(=O)(=O)N1CCCC(NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc(CNC(=O)c3cnc4ccccn34)cc2)C1	SR-302
OCQCKUTZHBQNEI-UHFFFAOYSA-N	O=C(NCC1CCOCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F	SGC-GSK3-1
PFZRXJIYAFANHP-IBGZPJMESA-N	O=C(N[C@@H](C1CC1)C(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(F)cc4)cnc23)cs1	ULK-101
KGJVKYSVVOQPDL-UHFFFAOYSA-N	NS(=O)(=O)c1ccc(Nc2ncc3cc4n(c3n2)C2(CCCCC2)C(=O)NN4)cc1	INX-315
MRHRACKJKBOJEI-UHFFFAOYSA-N	COc1ccc(C(=O)NO)cc1NC(=O)c1ccc(-c2ccccc2)cc1	TH65
ZOIBZSZLMJDVDQ-UHFFFAOYSA-N	Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN4CCOCC4)cc3)cc3c2cnn3C2CCCC2)c(O)n1	EPZ005687
XASOHFCUIQARJT-UHFFFAOYSA-N	COc1cc(-c2cnc3cc(OCCN4CCOCC4)ccn23)cc2c1C(=O)N(CC(F)(F)F)CC2	GPLG3970
JCSGFHVFHSKIJH-UHFFFAOYSA-N	Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21	SB-216763
HEVVNKYNJCSHFA-UHFFFAOYSA-N	O=C(O)c1ccc2c(c1)nc(NCc1ccccc1)c1ncncc12	SGC-CK2-2
KFRGPUFONMCXQI-RUZDIDTESA-N	CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)ncc4F)cc3n2)CC1	GFB-12630
XKFTZKGMDDZMJI-HSZRJFAPSA-N	CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1	Danusertib
QPGYAMIHXLCFTJ-UHFFFAOYSA-N	COc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CSc3ccccc3)cc2)n1	SecinH3
HKROEBDHHKMNBZ-CHBKHGQFSA-N	CCC(=N\O)/C(C)=C/c1ccc(F)cc1	A-079
DFQAJLQXPSPNJE-UHFFFAOYSA-N	CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21	XMD-12
HOTSVKDMIYWWIY-UHFFFAOYSA-N	Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3cc(F)cc(C(F)(F)F)c3)c3c(c21)OCCO3	mPGES1-IN-3
AECDBHGVIIRMOI-UHFFFAOYSA-N	Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCC2)C1	NVP-AEW541
PTAMRJLIOCHJMQ-PYNGZGNASA-N	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)C[C@@H]2N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc32)C(C)(C)C)cc1	MZ1
JGPJQFOROWSRRS-UHFFFAOYSA-N	Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2	APAFANT
QEASMQZYZCGOSA-UHFFFAOYSA-N	Cn1cc2cc(-c3cc4n[nH]c(C5CC5)c4n(-c4ccc(OC(F)F)cc4)c3=O)ccc2n1	AZ9567
VQINULODWGEVBB-UHFFFAOYSA-N	COc1ccc(N2C(=O)N(c3c(C)cccc3Cl)Cc3cnc(Nc4ccc(C5CCN(C)CC5)cc4OC)nc32)nc1	YKL-05-099
GPXQUPCJIJBXHJ-UHFFFAOYSA-N	O=C(Nc1ccc(O)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-c2ccccc2)cc1	SN-011
YHYKUSGACIYRML-KRWDZBQOSA-N	CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O	VERUBECESTAT
UWPFUBNCDABUEE-SIFUEBAJSA-N	CC(F)(F)c1ncc(C(=O)N[C@H](/C=C/S(C)(=O)=O)C2CC2)c(Oc2ccccc2)n1	VVD-214
VLYNCWZASZUTNV-FCQUAONHSA-N	CC(=O)c1ccc2c(c1)/C(=C(/NC1CCN(C)CC1)c1ccc3c(c1)OCO3)C(=O)N2	BI-5521
XKDHFIPNTTUSIA-UHFFFAOYSA-N	CCn1c(=O)c(C)cn(Cc2nnc(-c3ccc(F)c(O)c3F)s2)c1=O	BI-3231
ALGPVOJFIGPPPX-VIFPVBQESA-N	Nc1nc(=O)c(CC(=O)Nc2cnc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c2)c(N)[nH]1	TH9619
UOZVVPXKJGOFIG-UHFFFAOYSA-N	CCCn1c(/N=C(\O)c2cccc(C(=N)O)c2)nc2ccccc21	Takinib
PCOXPBOKDABARQ-UHFFFAOYSA-N	CC(C)(CN1C(=O)C(Cl)=C(Cl)C1=O)CN1C(=O)C(Cl)=C(Cl)C1=O	NSC617145
YXEWPGYLMHXLPS-UHFFFAOYSA-N	CCC(=O)OCN1C(=O)C=CC1=O	NSC19630
MSYKRHVOOPPJKU-BDAKNGLRSA-N	CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1	BRIVARACETAM
GCVYFXYBQCKHCH-UHFFFAOYSA-N	Cc1ccc(CN2CCCCC2)cc1-c1noc(C)c1-c1ccc2c(c1)OCC(=O)N2	A1H7Z
JGLGMFHQGRAHAO-HXUWFJFHSA-N	O=C(N[C@H](Cc1ccccc1)C(=O)O)c1cccc(OCc2cccnc2)c1	T-10418
XKYVECRUZPCRQR-UHFFFAOYSA-N	CCc1c(N2CCN(C(=O)c3ncnc(C)c3O)CC2)c(=O)n2nc(C3=CCOCC3)nc2n1CC(=O)Nc1ccc(C(F)(F)F)cc1Cl	HRO761
GHNYLVIESIGHDJ-OAQYLSRUSA-N	CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)ncc4F)cc3n2)CC1	GFB-12811
YHLQVQKZDZYMIP-MOPGFXCFSA-N	CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2CCc3c2cccc3C(F)(F)F)cc1	DS-1558
NDAZATDQFDPQBD-UHFFFAOYSA-N	CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1	Luminespib
UCJZOKGUEJUNIO-IINYFYTJSA-N	C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N	TNO155
ZLVKIBLQXFILMA-IKGGRYGDSA-N	Cc1ccc(F)c2cc(C(=O)N[C@@H]3CCC[C@H](N4CC[C@H](N(C)S(C)(=O)=O)C4)C3)[nH]c12	EPZ-719
STPSLAZMEWZDAJ-AREMUKBSSA-N	CCOC(=O)CN(Cc1cccs1)C(=O)[C@H](NS(=O)(=O)c1cc2ccc(=O)[nH]c2cc1Cl)c1ccccc1OC	OSMI-4
JQLMEZBHIJSVKR-UHFFFAOYSA-N	CC(C)(C)OC(=O)Nc1ccc(CNc2nccc(Nc3cc(C(=O)OC(C)(C)C)[nH]n3)n2)cc1	JA397
VBYGXNURPHQSPG-MUUNZHRXSA-N	C=CC(=O)Nc1ccc(C(=O)Nc2cccc(Nc3n[nH]c4c3CN(C(=O)N[C@H](CN(C)C)c3ccccc3)C4(C)C)c2)cc1	YKL-01-116
DZTGIRNXWSZBIM-QURGRASLSA-N	Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)cc1O	MS436
YLHSFRZHEMHKAF-UHFFFAOYSA-N	COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O	SGC-UBD253
YDPMMWAOCCOULO-JBRSBNLGSA-N	CO[C@H]1CNC[C@@H](OCC2CCC(F)(F)CC2)[C@@H]1Nc1ncc(-c2cncc(C)c2)c2cc(C)c(=O)[nH]c12	GSK8814
SPDQRCUBFSRAFI-DOMZBBRYSA-N	C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2	SAR405
DORZPJWJOBMQKC-UHFFFAOYSA-N	CN(C)CC#Cc1ccc2[nH]c3c(c2c1)-c1nc(N)ncc1CCC3	SGC-PIKFYVE-1
NDEORODKVUYMFQ-NHCUHLMSSA-N	Cc1cc2c(-c3ccco3)cnc(N[C@@H]3CCN(C)C[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O	GSK789
CFUSHHQUUUZFAG-UHFFFAOYSA-N	COc1cc(CN2CC(N)C2)cc(OC)c1-c1cn(C)c(=O)c2cc(F)ccc12	DN02
IIKPYJZUOZRTIB-UHFFFAOYSA-N	CC(C)CS(=O)(=O)NCc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1	SGC-CDKL2/AAK1/BMP2K-1
WKDNQONLGXOZRG-HRNNMHKYSA-N	CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1	AZD3293
HEAGNKNMQVIVMM-UHFFFAOYSA-N	Cn1cc(-c2ccc3occ(-c4cccc(-c5ccncc5)c4)c3n2)cn1	MU1210
GPMTWAPXRJMXCC-UHFFFAOYSA-N	O=C(NC1CCC1)c1ccc2nc(-c3cccc(NS(=O)(=O)NCCN4CCCCC4)c3)cn2c1	SR-0813
