id	inchikey	organism	dose_value	dose_unit	route	dose_raw	source_id
885	MFYLCAMJNGIULC-KCVUFLITSA-N	Other	16	mg/kg		0.5 mg/Kg, 16 mg/Kg, 25 mg/Kg	618
886	MFYLCAMJNGIULC-KCVUFLITSA-N	Other	25	mg/kg		0.5 mg/Kg, 16 mg/Kg, 25 mg/Kg	618
887	PIEQDBPBBQPLPL-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg, 60 mg/Kg	619
888	PIEQDBPBBQPLPL-UHFFFAOYSA-N	Mouse	60	mg/kg		30 mg/Kg, 60 mg/Kg	619
889	UMUQEMHROZVOTF-LJQANCHMSA-N	Mouse	3	mg/kg		3 mg/kg	1416
890	VPQCHIWQHIOPQS-UHFFFAOYSA-N	Mouse	15	mg/kg	IV	15 mg/Kg IV, 30 mg/Kg IP	622
891	VPQCHIWQHIOPQS-UHFFFAOYSA-N	Mouse	30	mg/kg	IP	15 mg/Kg IV, 30 mg/Kg IP	622
892	HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	2	mg/kg		2 mg/Kg	1417
893	HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	1417
894	HXBRBOYWXDLHDC-UHFFFAOYSA-N	Mouse	20	mg/kg		20 mg/Kg	1417
895	FQAXDSVNYVVQSE-UHFFFAOYSA-N	Other	30	mg/kg		5, 10, 30 mg/Kg	624
896	VTFWALACVWFKNO-OCJYXSBASA-N	Rat	0.3	mg/kg		0.3 mg/kg	1418
897	VTFWALACVWFKNO-OCJYXSBASA-N	Rat	1	mg/kg		1.0 mg/kg	1418
898	VTFWALACVWFKNO-OCJYXSBASA-N	Dog	0.3	mg/kg		0.3 mg/kg	1418
899	VTFWALACVWFKNO-OCJYXSBASA-N	Dog	1	mg/kg		1.0 mg/kg	1418
900	VTFWALACVWFKNO-OCJYXSBASA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/kg	1418
901	VTFWALACVWFKNO-OCJYXSBASA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1418
902	RJTJRVASUFIDQM-UHFFFAOYSA-N	Rat	2.5	mg/kg		2.5 mg/Kg	626
903	RJTJRVASUFIDQM-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	626
904	RJTJRVASUFIDQM-UHFFFAOYSA-N	Dog	1.5	mg/kg		1.5 mg/Kg	626
905	MDGIEDNDSFMSLP-UHFFFAOYSA-N	Other	10	mg/kg		10 mg/Kg	627
906	BHKDKKZMPODMIQ-UHFFFAOYSA-N	Other				1 IV, 3 PO mg/Kg (M), 0.5 IV, 3 PO mg/Kg (R), 0.1 IV, 0.3 PO mg/Kg (D)	628
907	NMQUSJQZQWKQBL-UHFFFAOYSA-N	Other	25	mg/kg		25 mg/Kg	629
908	LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	3	mg/kg	IV	3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	633
909	LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	10	mg/kg	PO	3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	633
910	LBVKEEFIPBQIMD-JTQLQIEISA-N	Other	50	mg/kg		3 mg/Kg IV, 10 mg/Kg PO, Reviewer suggest 50-100 mg/Kg	633
911	FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	0.3	mg/kg		0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	1419
912	FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	1	mg/kg	IV	0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	1419
913	FIVSJYGQAIEMOC-ZGNKEGEESA-N	Other	3	mg/kg	PO	0.3 mg/kg, 1.0 mg/Kg IV, o.3 mg/Kg PO	1419
914	WMOAPWVQPPIAFY-HSZRJFAPSA-N	Mouse	3	mg/kg		3 mg/Kg	1420
915	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1421
916	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1421
917	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1421
918	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1421
919	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	1421
920	JLNAZAXGWJVJEC-UHFFFAOYSA-N	Dog	6.72	mg/kg		6.72 mg/Kg	1421
921	YLGMPWWMPCGYBF-UHFFFAOYSA-N	Mouse					1422
922	YLGMPWWMPCGYBF-UHFFFAOYSA-N	Rat					1422
923	YLGMPWWMPCGYBF-UHFFFAOYSA-N	Dog					1422
924	YLGMPWWMPCGYBF-UHFFFAOYSA-N	Monkey (Cynomolgus)					1422
925	RGHLRMNPUGUZEY-UHFFFAOYSA-N	Rat					1423
926	RGHLRMNPUGUZEY-UHFFFAOYSA-N	Rat					1423
927	RGHLRMNPUGUZEY-UHFFFAOYSA-N	Mouse	25	mg/kg		25 mg/kg	1423
928	RDLSKDOSNKLEAQ-UHFFFAOYSA-N	Other				1 (IV), 5-30 (PO) mg/Kg	641
929	KGSBEYKVWODBRD-ICSRJNTNSA-N	Mouse	10	mg/kg		10 mg/Kg	1424
930	XSQUJFKRXZMOKA-PAFIKIDNSA-N	Rat	1	mg/kg		1 mg/Kg	643
931	XSQUJFKRXZMOKA-PAFIKIDNSA-N	Rat	2	mg/kg		2 mg/Kg	643
932	XUZMWHLSFXCVMG-UHFFFAOYSA-N	Other	10	mg/kg		1, 3, 10 mg/Kg	645
933	SGSFONPFVRRJLS-UHFFFAOYSA-N	Rat	0.3	mg/kg		0.3 mg/Kg	646
934	SGSFONPFVRRJLS-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	646
935	SGSFONPFVRRJLS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	646
936	SGSFONPFVRRJLS-UHFFFAOYSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	646
937	SGSFONPFVRRJLS-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	646
938	SGSFONPFVRRJLS-UHFFFAOYSA-N	Monkey (Cynomolgus)	0.3	mg/kg		0.3 mg/Kg	646
939	SGSFONPFVRRJLS-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	646
940	XLOGLWKOHPIJLV-UHFFFAOYSA-N	Other	2	mg/kg	PO	2 mg/kg oral, 1 mg/kg IV crossover (mouse and rat)	648
941	XLOGLWKOHPIJLV-UHFFFAOYSA-N	Other	1	mg/kg	IV	2 mg/kg oral, 1 mg/kg IV crossover (mouse and rat)	648
942	LOGJQOUIVKBFGH-YBEGLDIGSA-N	Mouse	2	mg/kg		2-4 mg/Kg	649
943	JIFCFQDXHMUPGP-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/kg	650
944	NDEXUOWTGYUVGA-LJQANCHMSA-N	Other	40	mg/kg		4, 20, and 40 mg/kg (4 mg/kg)	651
945	NDEXUOWTGYUVGA-LJQANCHMSA-N	Other	4	mg/kg		4, 20, and 40 mg/kg (4 mg/kg)	651
946	MUOKSQABCJCOPU-UHFFFAOYSA-N	Mouse	75	mg/mL		75 mg/mL	652
947	CMWRPDHVGMHLSZ-GFCCVEGCSA-N	Rat	3	mg/kg		3 mg/kg	653
948	DADASRPKWOGKCU-FVTQAUBDSA-N	Other	2.4	mg/kg		2.4-20 mg/kg	654
949	HZASIAXCPXTISQ-NVXWUHKLSA-N	Other					655
950	AUMDBEHGJRZSOO-UHFFFAOYSA-N	Other	100	mg/kg		100 mg/kg	656
951	STUWGJZDJHPWGZ-LBPRGKRZSA-N	Rat	1	mg/kg		1 mg/kg	659
952	HTFNVAVTYILUCF-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/kg	660
953	VEPKQEUBKLEPRA-UHFFFAOYSA-N	Other	40	mg/kg		40 mg/kg (43 mg/kg)	661
954	VEPKQEUBKLEPRA-UHFFFAOYSA-N	Other	43	mg/kg		40 mg/kg (43 mg/kg)	661
955	KDGFLJKFZUIJMX-UHFFFAOYSA-N	Mouse	6	mg/kg		6 mg/kg	662
956	ZBCMHWUFWQFPLV-VVOJOOEHSA-N	Other	30	mg/kg		10, 20, and 30 mg/kg	664
957	IVUGFMLRJOCGAS-UHFFFAOYSA-N	Mouse	3.75	mg/kg		3.75-15 mg/kg	665
958	JCINBYQJBYJGDM-UHFFFAOYSA-N	Other	1	mg/kg		1-100 mg/kg	666
959	JUSFANSTBFGBAF-IRXDYDNUSA-N	Other	4	uM/kg		4 uM/kg (rat), 7.5-15 mg/kg (mouse)	667
960	JUSFANSTBFGBAF-IRXDYDNUSA-N	Other	7.5	mg/kg		4 uM/kg (rat), 7.5-15 mg/kg (mouse)	667
961	HXMGCTFLLWPVFM-GOSISDBHSA-N	Mouse					668
962	DEZZLWQELQORIU-RELWKKBWSA-N	Mouse	25	mg/kg		25 mg/kg	669
963	IENLGMOXAQMNEH-CYBMUJFWSA-N	Mouse	25	mg/kg		25 - 150 mg/kg	672
964	LHNIIDJUOCFXAP-UHFFFAOYSA-N	Mouse				75 ng/kg	673
965	MJSHVHLADKXCML-RQNOJGIXSA-N	Mouse	3	mg/mL		3 mg/mL	676
966	AHYMHWXQRWRBKT-UHFFFAOYSA-N	Mouse	100	mg/kg		3, 10, 30, and 100 mg/kg	1425
967	VASPFLVEEOBQOS-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1426
968	VASPFLVEEOBQOS-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	1426
969	VASPFLVEEOBQOS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1426
970	VASPFLVEEOBQOS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	1426
971	VASPFLVEEOBQOS-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1426
972	VASPFLVEEOBQOS-UHFFFAOYSA-N	Monkey (Cynomolgus)	3	mg/kg		3 mg/Kg	1426
973	AYCPARAPKDAOEN-LJQANCHMSA-N	Mouse	7.5	mg/kg		7.5-30 mg/kg	680
974	DEEOXSOLTLIWMG-UHFFFAOYSA-N	Other	10	mg/kg		10-100 mg/kg	681
975	QAPAJIZPZGWAND-UHFFFAOYSA-N	Other	2	mg/kg		2 mg/kg	685
976	LQBVNQSMGBZMKD-UHFFFAOYSA-N	Other	12.5	mg/kg		12.5 mg/kg	687
977	SOYCFODXNRVBTI-UHFFFAOYSA-N	Other	5	mg/kg		5 mg/kg	688
978	ZFBHXVOCZBPADE-SSEXGKCCSA-N	Other	25	mg/kg		25 mg/kg, Reviewer suggested dose: 6.25-25 mg/Kg IV	691
979	ZFBHXVOCZBPADE-SSEXGKCCSA-N	Other	6.25	mg/kg	IV	25 mg/kg, Reviewer suggested dose: 6.25-25 mg/Kg IV	691
980	GXTJETQFYHZHNB-GASCZTMLSA-N	Mouse	10	mg/kg		10 mg/Kg, 100 mg/Kg	693
981	GXTJETQFYHZHNB-GASCZTMLSA-N	Mouse	100	mg/kg		10 mg/Kg, 100 mg/Kg	693
982	QLXULUNLCRKWRD-UHFFFAOYSA-N	Other				2.9 (IV) mg/kg, 33 (PO) mg/kg	694
983	ONIQOQHATWINJY-UHFFFAOYSA-N	Mouse	100	mg/kg		100 mg/Kg	698
984	WBLVOWHFRUAMCP-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	699
985	WBLVOWHFRUAMCP-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/kg	699
986	DTBGJTHCIGPRDA-UHFFFAOYSA-N	Mouse	30	mg/kg		30-50 mg/Kg	700
987	DKZYXHCYPUVGAF-JCNLHEQBSA-N	Other	1	mg/kg		1-20 mg/Kg	701
988	SXWMIXPJPNCXQQ-UHFFFAOYSA-N	Other	30	mg/kg		30 mg/Kg	702
989	BKWJAKQVGHWELA-UHFFFAOYSA-N	Other	20	mg/kg		5, 10, or 20 mg/kg, Reviewer suggest: 20 and 30 mg/Kg	703
990	BKWJAKQVGHWELA-UHFFFAOYSA-N	Other	30	mg/kg		5, 10, or 20 mg/kg, Reviewer suggest: 20 and 30 mg/Kg	703
991	IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	1	mg/kg	IV	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	706
992	IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	10	mg/kg	PO	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	706
993	IRTDIKMSKMREGO-OAHLLOKOSA-N	Other	10	mg/kg	IP	1 mg/Kg (IV), 10 mg/Kg (PO), 10 mg/Kg (IP)	706
994	CDOOFZZILLRUQH-GDLZYMKVSA-N	Other	30	mg/kg		30-100 mg/Kg	708
995	VMJFTOSOFDEKTM-UHFFFAOYSA-N	Other	100	mg/kg		10, 30, 100 mg/Kg	709
996	WKIALOXOAZXGMG-UHFFFAOYSA-N	Other	0.1	mg/kg		0.1-10 mg/Kg	710
997	KNLROUBMVYVLGX-UHFFFAOYSA-N	Other	40	mg/kg		40 mg/kg	712
998	GSGDUDAFETZSPM-IATAILRESA-N	Mouse	1	mg/kg	IV	1 mg/kg IV, 5 mg/kg PO	1427
999	GSGDUDAFETZSPM-IATAILRESA-N	Mouse	5	mg/kg	PO	1 mg/kg IV, 5 mg/kg PO	1427
1000	PWBHUSLMHZLGRN-UHFFFAOYSA-N	Other	2	mg/kg		2 mg/Kg (M, R); 1 mg/Kg (Cyno)	717
1001	PWBHUSLMHZLGRN-UHFFFAOYSA-N	Other	1	mg/kg		2 mg/Kg (M, R); 1 mg/Kg (Cyno)	717
1002	WCPTUQOMNJBIET-CALCHBBNSA-N	Other	25	mg/kg	IV	25 mg/kg IV (mouse)	718
1003	NWGMIELHSCQGOG-ZDUSSCGKSA-N	Other					719
1004	OHRDCQFCAWLDBP-SBUREZEXSA-N	Other	1	mg/kg		1-10 mg/Kg	722
1005	KKFFOOWORPUAJB-NVXWUHKLSA-N	Mouse	20	mg/kg		20 mg/Kg	1428
1006	BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	30	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	725
1007	BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	10	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	725
1008	BNTAEJNPQLMGDJ-LLVKDONJSA-N	Other	5	mg/kg		30 mg/Kg, 10 mg/Kg, 5 mg/Kg	725
1009	WXRGFPHDRFQODR-ICLZECGLSA-N	Mouse	50	mg/mL		50 mg/mL continuous infusion	727
1010	NSQSAUGJQHDYNO-UHFFFAOYSA-N	Mouse	125	mg/kg		125-500 mg/kg	730
1011	LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	733
1012	LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	10	mg/kg	PO	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	733
1013	LQTWDAYNGMMHLV-UHFFFAOYSA-N	Mouse	75	mg/kg	IP	5 mg/Kg IV, 10 mg/Kg PO, 75 mg/Kg IP	733
1014	HPODOLXTMDHLLC-QGZVFWFLSA-N	Mouse	1	mg/kg	IV	1 mg/kg (IV), 100 mg/kg (PO)	734
1015	HPODOLXTMDHLLC-QGZVFWFLSA-N	Mouse	100	mg/kg	PO	1 mg/kg (IV), 100 mg/kg (PO)	734
1016	PTPNCCWOTBBVJR-UHFFFAOYSA-N	Mouse	10	ug		10 ug/Mouse	735
1017	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	1	mg/kg		1 mg/Kg	736
1018	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	5	mg/kg		5 mg/Kg	736
1019	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Rat	50	mg/kg		50 mg/Kg	736
1020	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	1	mg/kg		1 mg/Kg	736
1021	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	5	mg/kg		5 mg/Kg	736
1022	ATFQBBCQZKVZJN-QMMMGPOBSA-N	Mouse	50	mg/kg		50 mg/Kg	736
1023	QLPHOXTXAKOFMU-WBVHZDCISA-N	Mouse	100	mg/kg		100 mg/kg	737
1024	VOVZXURTCKPRDQ-CQSZACIVSA-N	Other	30	mg/kg	PO	1 (M), 2(R), 1(D) mg/Kg IV, 30 (M), 30 (R), 15 (D) 30 mg/Kg PO	739
1025	IIQUYGWWHIHOCF-UHFFFAOYSA-N	Other	20	mg/kg		20 mg/kg	741
1026	OINGHOPGNMYCAB-INIZCTEOSA-N	Other					742
1027	JBGYKRAZYDNCNV-UHFFFAOYSA-N	Mouse	10	mg/kg		10 - 50 mg/Kg	743
1028	DMIDPTCQPIJYFE-UHFFFAOYSA-N	Mouse	30	mg/mL		30 mg/mL	744
1029	HSVRUECLQUGTDS-UHFFFAOYSA-N	Other	10	mg/kg		10-200 mg/Kg	745
1030	NVGROBHDOYRPAN-FPTDNZKUSA-N	Mouse	3	mg/kg		3 mg/Kg	1429
1031	NVGROBHDOYRPAN-FPTDNZKUSA-N	Mouse	1	mg/kg		1 mg/Kg	1429
1032	NVGROBHDOYRPAN-FPTDNZKUSA-N	Rat	3	mg/kg		3 mg/Kg	1429
1033	NVGROBHDOYRPAN-FPTDNZKUSA-N	Rat	1	mg/kg		1 mg/Kg	1429
1034	NVGROBHDOYRPAN-FPTDNZKUSA-N	Dog	0.3	mg/kg		0.3 mg/Kg	1429
1035	NVGROBHDOYRPAN-FPTDNZKUSA-N	Dog	0.1	mg/kg		0.1 mg/Kg	1429
1036	VKQBTIMLSDGNLG-QHCPKHFHSA-N	Rat	2	mg/kg		2 mg/Kg	1430
1037	VKQBTIMLSDGNLG-QHCPKHFHSA-N	Rat	0.5	mg/kg		0.5 mg/Kg	1430
1038	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	Other	10	mg/kg		0.4, 1, 10 mg/Kg	752
1039	FAEKWTJYAYMJKF-QHCPKHFHSA-N	Rat	1	mg/kg		1 mg/kg	753
1040	LYPAFUINURXJSG-AWEZNQCLSA-N	Other	5	mg/kg	PO	1.1 (R) - 1.2 (M) mg/Kg, 2.1 (R) - 1.9 (M) mg/Kg, Reviewer suggested 5-50 mg/Kg PO	754
1041	JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1431
1042	JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1431
1043	JGWRKYUXBBNENE-UHFFFAOYSA-N	Mouse	50	mg/kg		50 mg/Kg	1431
1044	JGWRKYUXBBNENE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1431
1045	JGWRKYUXBBNENE-UHFFFAOYSA-N	Rat	30	mg/kg		30 mg/Kg	1431
1046	JGWRKYUXBBNENE-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/Kg	1431
1047	JGWRKYUXBBNENE-UHFFFAOYSA-N	Dog	30	mg/kg		30 mg/Kg	1431
1048	JGWRKYUXBBNENE-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1431
1049	JGWRKYUXBBNENE-UHFFFAOYSA-N	Monkey (Cynomolgus)	160	mg/kg		160 mg/Kg	1431
1050	RZLXOEIALAVGKH-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1432
1051	RZLXOEIALAVGKH-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1432
1052	RZLXOEIALAVGKH-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1432
1053	RZLXOEIALAVGKH-UHFFFAOYSA-N	Rat	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1432
1054	ZKIQFLSGMMYCGS-SANMLTNESA-N	Rat	30	mg/kg	IV	1, 10, 30 mg/Kg, 1.1 (IV), 2.2 (PO) mg/Kg	757
1055	NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	1433
1056	NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/Kg	1433
1057	NFHSJYKXENYICE-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1433
1058	NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1433
1059	NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1433
1060	NFHSJYKXENYICE-UHFFFAOYSA-N	Rat	30	mg/kg		30 mg/Kg	1433
1061	GOVYBPLHWIEHEJ-UHFFFAOYSA-N	Mouse	5	mg/kg	IV	5 mg/Kg IV, 30 mg/Kg Oral	761
1062	GOVYBPLHWIEHEJ-UHFFFAOYSA-N	Mouse	30	mg/kg	PO	5 mg/Kg IV, 30 mg/Kg Oral	761
1063	OJQMKCBWYCWFPU-UHFFFAOYSA-N	Rat	3	mg/kg		3 mg/Kg	1434
1064	OJQMKCBWYCWFPU-UHFFFAOYSA-N	Rat	10	mg/kg		10 mg/Kg	1434
1065	OJQMKCBWYCWFPU-UHFFFAOYSA-N	Dog	1	mg/kg		1 mg/kg	1434
1066	OJQMKCBWYCWFPU-UHFFFAOYSA-N	Dog	3	mg/kg		3 mg/Kg	1434
1067	OJQMKCBWYCWFPU-UHFFFAOYSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1434
1068	WXTJCPHELGTTJU-FMKPAKJESA-N	Mouse	1	mg/kg		1 mg/kg	1435
1069	WXTJCPHELGTTJU-FMKPAKJESA-N	Mouse	20	mg/kg		20 mg/kg	1435
1070	JYYLVUFNAHSSFE-UHFFFAOYSA-N	Rat	5	mg/kg	IV	5 mg/Kg IV, PO	1436
1071	JYYLVUFNAHSSFE-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	IV	5 mg/Kg IV, PO	1436
1072	JYYLVUFNAHSSFE-UHFFFAOYSA-N	Dog	5	mg/kg		5 mg/Kg	1436
1073	HEAUOKZIVMZVQL-VWLOTQADSA-N	Rat	10	mg/kg		10 mg/kg	1437
1074	HEAUOKZIVMZVQL-VWLOTQADSA-N	Mouse					1437
1075	HEAUOKZIVMZVQL-VWLOTQADSA-N	Monkey (Rheus)					1437
1076	HEAUOKZIVMZVQL-VWLOTQADSA-N	Dog	50	mg/kg	PO	50 mg/Kg PO	1437
1077	ASRLBLHATMXGPC-UHFFFAOYSA-N	Mouse	5	mg/kg		5 mg/kg	1438
1078	ASRLBLHATMXGPC-UHFFFAOYSA-N	Mouse	30	mg/kg		30 mg/Kg	1438
1079	POKVQQVLRJLUAK-UHFFFAOYSA-N	Mouse	1	mg/kg	IV	1 mg/Kg IV, 5 mg/Kg PO	1439
1080	POKVQQVLRJLUAK-UHFFFAOYSA-N	Mouse	5	mg/kg	PO	1 mg/Kg IV, 5 mg/Kg PO	1439
1081	POKVQQVLRJLUAK-UHFFFAOYSA-N	Rat	1	mg/kg	IV	1.0 mg/Kg IV, 2.5 mg/Kg PO	1439
1082	POKVQQVLRJLUAK-UHFFFAOYSA-N	Rat	2.5	mg/kg	PO	1.0 mg/Kg IV, 2.5 mg/Kg PO	1439
1083	POKVQQVLRJLUAK-UHFFFAOYSA-N	Dog	0.5	mg/kg	IV	0.5 mg/Kg IV, 1.15 mg/Kg PO	1439
1084	POKVQQVLRJLUAK-UHFFFAOYSA-N	Dog	1.15	mg/kg	PO	0.5 mg/Kg IV, 1.15 mg/Kg PO	1439
1085	POKVQQVLRJLUAK-UHFFFAOYSA-N	Monkey (Cynomolgus)	5	mg/kg	IV	o.5 mg/Kg IV, 1.25 mg/Kg PO	1439
1086	POKVQQVLRJLUAK-UHFFFAOYSA-N	Monkey (Cynomolgus)	1.25	mg/kg	PO	o.5 mg/Kg IV, 1.25 mg/Kg PO	1439
1087	RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	771
1088	RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	10	mg/kg		10 mg/Kg	771
1089	RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	1	mg/kg		1 mg/Kg	771
1090	RKAFYSIKAVFVPS-UHFFFAOYSA-N	Mouse	3	mg/kg		3 mg/Kg	771
1091	XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	2	mg/kg		2 mg/Kg	1440
1092	XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	10	mg/kg		10 mg/Kg	1440
1093	XVGSKZXXLKUEIO-MRXNPFEDSA-N	Mouse	50	mg/kg		50 mg/Kg	1440
1094	KTBSXLIQKWEBRB-UHFFFAOYSA-N	Mouse	80	mg		20, 40, and 80 mg/k	1441
1095	HXYXHSDYBDFOFO-INIZCTEOSA-N	Mouse	1	mg/kg		1 mg/Kg	1442
1096	HXYXHSDYBDFOFO-INIZCTEOSA-N	Mouse	10	mg/kg		10 mg/Kg	1442
1097	HXYXHSDYBDFOFO-INIZCTEOSA-N	Rat	1	mg/kg	PO	1 mg/Kg followed  after 2 days of washout by a single oral dose of 3 mg/Kg	1442
1098	HXYXHSDYBDFOFO-INIZCTEOSA-N	Rat	3	mg/kg		1 mg/Kg followed  after 2 days of washout by a single oral dose of 3 mg/Kg	1442
1099	HHFWQMFTPDFWLM-UHFFFAOYSA-N	Rat	1	mg/kg		1 mg/Kg	1443
1100	HHFWQMFTPDFWLM-UHFFFAOYSA-N	Rat	5	mg/kg		5 mg/Kg	1443
1101	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	1	mg/kg		1 mg/Kg	1444
1102	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	5	mg/kg		5 mg/Kg	1444
1103	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Mouse	75	mg/kg		75 mg/Kg	1444
1104	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Rat	1	mg/kg		1 mg/Kg	1444
1105	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Rat	30	mg/kg		30 mg/Kg	1444
1106	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Dog	1	mg/kg		1 mg/Kg	1444
1107	FSQGWBXWGNWEAV-CMDGGOBGSA-N	Dog	5	mg/kg		5 mg/Kg	1444
1108	OXTSYWDBUVRXFF-GDLZYMKVSA-N	Dog	3	mg/kg		3 mg/Kg	1445
1109	OXTSYWDBUVRXFF-GDLZYMKVSA-N	Dog	10	mg/kg		10 mg/Kg	1445
1110	KRNAOFGYEFKHPB-ANJVHQHFSA-N	Rat	1	mg/kg		1 mg/Kg	1446
1111	KRNAOFGYEFKHPB-ANJVHQHFSA-N	Rat	10	mg/kg		10 mg/Kg	1446
1112	KRNAOFGYEFKHPB-ANJVHQHFSA-N	Monkey (Cynomolgus)	1	mg/kg		1 mg/Kg	1446
1113	KRNAOFGYEFKHPB-ANJVHQHFSA-N	Monkey (Cynomolgus)	10	mg/kg		10 mg/Kg	1446
1114	LBFYQISQYCGDDW-UHFFFAOYSA-N	Other	0.2	mg/kg	IV	0.2 mg/kg (IV), 0.5 mg/kg (PO)	781
1115	LBFYQISQYCGDDW-UHFFFAOYSA-N	Other	0.5	mg/kg	PO	0.2 mg/kg (IV), 0.5 mg/kg (PO)	781
